Date,High,Low,Open,Close,Volume,Adj Close
2019-12-31,9.329999923706055,9.25,9.25,9.300000190734863,32342100.0,9.098668098449707
2020-01-02,9.420000076293945,9.1899995803833,9.289999961853027,9.420000076293945,43425700.0,9.216070175170898
2020-01-03,9.369999885559082,9.149999618530273,9.3100004196167,9.210000038146973,45040800.0,9.01061725616455
2020-01-06,9.170000076293945,9.0600004196167,9.100000381469727,9.15999984741211,43372300.0,8.961698532104492
2020-01-07,9.25,9.119999885559082,9.199999809265137,9.25,44984100.0,9.049750328063965
2020-01-08,9.300000190734863,9.170000076293945,9.229999542236328,9.25,45994900.0,9.049750328063965
2020-01-09,9.3100004196167,9.180000305175781,9.300000190734863,9.260000228881836,51817400.0,9.059534072875977
2020-01-10,9.359999656677246,9.25,9.270000457763672,9.25,39796300.0,9.049750328063965
2020-01-13,9.260000228881836,9.109999656677246,9.25,9.239999771118164,48553700.0,9.039966583251953
2020-01-14,9.329999923706055,9.210000038146973,9.220000267028809,9.289999961853027,42935600.0,9.088884353637695
2020-01-15,9.300000190734863,9.180000305175781,9.270000457763672,9.1899995803833,55923900.0,8.991048812866211
2020-01-16,9.279999732971191,9.149999618530273,9.229999542236328,9.170000076293945,44310400.0,8.971482276916504
2020-01-17,9.229999542236328,9.130000114440918,9.1899995803833,9.15999984741211,41644900.0,8.961698532104492
2020-01-21,9.220000267028809,9.100000381469727,9.149999618530273,9.210000038146973,49556400.0,9.01061725616455
2020-01-22,9.25,9.149999618530273,9.220000267028809,9.15999984741211,39914800.0,8.961698532104492
2020-01-23,9.15999984741211,8.930000305175781,9.140000343322754,9.140000343322754,75848700.0,8.942131996154785
2020-01-24,9.119999885559082,8.960000038146973,9.109999656677246,9.0,68100900.0,8.80516242980957
2020-01-27,8.960000038146973,8.779999732971191,8.880000114440918,8.890000343322754,60769300.0,8.69754409790039
2020-01-28,9.0,8.859999656677246,8.9399995803833,8.970000267028809,85163400.0,8.775812149047852
2020-01-29,8.960000038146973,8.84000015258789,8.850000381469727,8.859999656677246,59057400.0,8.815610885620117
2020-01-30,8.84000015258789,8.729999542236328,8.8100004196167,8.84000015258789,42827800.0,8.795711517333984
