id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
44077,cosy comfortable Irish cottage twin,193005,Teresa,,Dn Laoghaire-Rathdown,53.29178,-6.25792,Private room,75,3,356,08-09-2024,2.17,2,119,43,
85156,Cosy Comfortable Irish Cottage  1 Double Bed,193005,Teresa,,Dn Laoghaire-Rathdown,53.29209,-6.25624,Private room,72,3,316,27-08-2024,1.95,2,33,48,
159889,Friendly Single Room,766611,Marie,,Dublin City,53.39027,-6.23547,Private room,55,2,444,01-09-2024,2.92,3,348,40,
162809,5.5 miles south of Dublin City :^),777681,Robbie,,Dn Laoghaire-Rathdown,53.28326,-6.19188,Private room,85,2,389,25-08-2024,3.44,2,7,27,
165828,Pádraig Pearse apt. Kilmainham,790601,Timothy,,Dublin City,53.33744,-6.32363,Entire home/apt,197,3,76,28-12-2023,0.48,4,185,1,
165829,"The ""Michael Collins"" apartment",790601,Timothy,,Dublin City,53.33744,-6.32363,Entire home/apt,253,3,83,13-06-2024,0.54,4,187,4,
237465,Cozy 1 bed apt 10 mins to airport. total privacy,1245198,Amanda,,Dublin City,53.39558,-6.17524,Entire home/apt,65,1,541,09-09-2024,3.49,3,130,69,
245903,Single cosy bedroom in Lucan.,1289720,Sheila,,South Dublin,53.34596,-6.41719,Private room,30,30,47,31-08-2024,0.32,1,0,4,
292757,Old World Converted Stables with Swimming Pool.,1515549,Sarah,,Dublin City,53.36949,-6.34889,Entire home/apt,130,2,461,02-09-2024,3.15,1,53,48,
302554,Peaceful retreat for 5 - excellent location,1557844,Liam And Fiona,,Dublin City,53.35681,-6.29094,Entire home/apt,184,2,76,20-06-2024,0.5,8,185,9,
302634,Studio sleeps 2 city ctr 10 mins - Molly Malone,1557844,Liam And Fiona,,Dublin City,53.35681,-6.29094,Entire home/apt,112,2,152,08-09-2024,1,8,183,27,
333950,Best location in Dublin City Centre,1607393,Daragh,,Dublin City,53.34199721,-6.273684874,Private room,,2,285,17-08-2024,1.88,3,3,35,
365854,Boutique Cosy Centre Apartment,1847391,Diane,,Dublin City,53.3532,-6.25648,Entire home/apt,177,2,188,18-05-2021,1.24,1,163,0,
374792,"'Grace Gifford' cottage, Kilmainham",790601,Timothy,,Dublin City,53.33744,-6.32363,Entire home/apt,193,3,36,03-05-2024,0.24,4,173,1,
419987,Stunning Victorian apartment slps 6 - James Joyce,1557844,Liam And Fiona,,Dublin City,53.35682,-6.29132,Entire home/apt,177,2,172,23-08-2024,1.19,8,252,13,
424596,Very Special Oval Georgian Studio,2110301,Karin,,Dublin City,53.355545,-6.258094,Entire home/apt,166,2,640,25-08-2024,4.29,4,134,52,
426326,Large room with double & single Bed,766611,Marie,,Dublin City,53.39027,-6.23547,Private room,140,3,268,18-08-2024,1.8,3,15,6,
427077,Unique Oval Georgian Studio Gr. Fl.,2110301,Karin,,Dublin City,53.35572,-6.25803,Entire home/apt,162,2,593,25-08-2024,3.94,4,137,35,
427495,Lovely attic room with double bed,766611,Marie,,Dublin City,53.39027,-6.23547,Private room,100,3,188,01-09-2024,1.28,3,333,4,
451611,Best location balcony St Patrick's view,1607393,Daragh,,Dublin City,53.3404,-6.27256,Entire home/apt,147,2,618,04-09-2024,4.13,3,41,30,
468082,"A little bit of country in the city, Fairy House",2115318,Siobhan,,South Dublin,53.35336,-6.44968,Private room,135,1,390,25-08-2024,2.66,3,326,30,
522667,"Interesting, Spacious Georgian Flat",2110301,Karin,,Dublin City,53.355545,-6.258094,Entire home/apt,162,2,526,26-08-2024,3.54,4,147,41,
526767,Designer Apt in the heart of Dublin,2340296,Dardo,,Dublin City,53.34752,-6.26393,Entire home/apt,206,2,670,28-08-2024,4.58,1,212,45,
587218,sunny double room in victorian home,2895736,James And Tom,,Dublin City,53.36405,-6.27351,Private room,90,2,289,11-09-2024,1.98,1,126,40,
592840,"Fairy House ,A little bit of country in the city",2115318,Siobhan,,South Dublin,53.35338,-6.44994,Private room,65,1,105,22-08-2024,0.72,3,344,35,
631270,Ringsend near city centre cosy room double bed,3125619,Freda,,Dublin City,53.34095,-6.23277,Private room,105,2,63,31-08-2024,0.63,2,93,15,
654589,City Centre Apartment | TEMPLE BAR | DUBLIN CASTLE,3244025,Garrett,,Dublin City,53.34493,-6.26688,Entire home/apt,404,1,648,04-09-2024,4.43,2,126,53,
690119,Extensively Modernised Georgian House near Everything,3525420,Sarah,,Dn Laoghaire-Rathdown,53.29448,-6.24686,Entire home/apt,365,4,242,08-09-2024,1.77,2,239,16,
701759,Beautiful room in design awarded house beside Luas,3525420,Sarah,,Dn Laoghaire-Rathdown,53.29296,-6.24546,Private room,109,2,32,24-06-2024,0.22,2,68,3,
715205,Gracepark Guesthouse 1,3683952,Roy,,Dublin City,53.3688376,-6.249314785,Private room,100,1,125,27-08-2024,0.86,3,319,30,
726011,Sunset Crag - Beautiful Apartment,3755932,Valerie,,Fingal,53.58175,-6.1226,Entire home/apt,140,3,219,31-08-2024,1.64,1,176,22,
726075,Chestnut view- 4* Rating Close to airport and city,3756388,Mary,,Dublin City,53.36973,-6.25788,Entire home/apt,125,21,4,30-08-2024,0.04,1,106,1,
736751,Gracepark Guesthouse 2,3683952,Roy,,Dublin City,53.36786926,-6.250431448,Private room,,1,109,28-08-2024,0.75,3,0,35,
736773,Gracepark Guesthouse 3,3683952,Roy,,Dublin City,53.37029,-6.25113,Private room,,1,75,17-08-2024,0.53,3,0,12,
742656,Camden Central. Dublin at your door,3888023,Daragh,,Dublin City,53.33387,-6.26429,Private room,80,2,468,18-08-2024,3.63,2,78,35,
747284,Luxury 2 BED Apartment near  City Centre,1626936,James P  ( J.P),,Dn Laoghaire-Rathdown,53.29505,-6.23371,Entire home/apt,,15,39,16-09-2022,0.28,1,0,0,
869956,Bright double room in independent house near UCD,4584609,Silvia,,Dn Laoghaire-Rathdown,53.30456,-6.20356,Private room,,14,11,01-03-2024,0.08,3,8,1,
871174,Three single beds,4592908,Louise,,Dublin City,53.3678,-6.20609,Private room,59,1,339,02-09-2024,2.42,3,104,46,
872539,Contemporary Victorian cottage,4603565,Aida,,Dublin City,53.35789,-6.23813,Entire home/apt,290,3,161,03-09-2024,1.15,1,281,20,
922425,Perfect Location City Centre House,1607393,Daragh,,Dublin City,53.34202,-6.27351,Entire home/apt,309,3,138,14-07-2024,0.99,3,92,3,
998407,self contained cozy tot private near city & airpor,1245198,Amanda,,Dublin City,53.39622,-6.1756,Entire home/apt,53,1,327,07-09-2024,2.73,3,108,31,
999963,"City living with garden, park, canal, luas",5497230,Sarah And Johnny,,Dublin City,53.36193,-6.27423,Entire home/apt,450,7,11,08-08-2023,0.09,1,0,0,
1073487,Open Plan /UCD Adjacent share with small family,5905039,Jane,,Dn Laoghaire-Rathdown,53.30443,-6.24083,Private room,105,3,101,15-08-2024,0.73,1,362,12,
1086416,"Cosy, self-contained, 1-bed space.",5971713,Eileen,,Dublin City,53.35846,-6.27528,Entire home/apt,129,2,276,27-08-2024,2,1,10,13,
1173029,Great house in vibrant Stoneybatter,3448346,Ian,,Dublin City,53.35107,-6.27992,Entire home/apt,302,3,460,10-09-2024,4.09,1,278,71,
1207950,Large 5 Star Prime South Dublin House,6593571,Dave & Ann,,Dn Laoghaire-Rathdown,53.28341,-6.24498,Entire home/apt,390,5,97,01-09-2024,0.72,1,134,10,
1255270,No1 friendly family home,6837751,Siobhan,,South Dublin,53.33883,-6.433,Private room,50,30,21,15-08-2024,0.16,2,42,7,
1270261,Old Country house,474328,James,,Fingal,53.5668,-6.31556,Private room,50,1,13,13-08-2023,0.11,1,347,0,
1299470,Large Georgian House @ Malahide Beach,6287304,Jonathan,,Fingal,53.44352,-6.13357,Entire home/apt,629,1,0,,,1,317,0,
1345435,"Townhouse, Portobello",435734,Conor,,Dublin City,53.33095,-6.27176,Private room,200,10,35,18-11-2019,0.28,1,72,0,
1364560,"Cosy double in Eclectic Arty home, near Guinness",6977448,Stephen,,Dublin City,53.33677,-6.28899,Private room,90,3,164,09-09-2024,1.21,2,3,12,
1407832,Near the sea Dublin family house,5818278,Therese,,Dn Laoghaire-Rathdown,53.29832,-6.17191,Entire home/apt,,6,66,10-08-2024,0.49,1,0,1,
1466234,Single room,5940448,Elva,,Dublin City,53.32894,-6.30413,Private room,44,4,213,10-09-2024,1.58,1,0,41,
1478255,Country Cottage in the city,7910820,Michael,,Dublin City,53.34359251,-6.221619842,Entire home/apt,264,2,22,19-08-2024,3.69,1,188,22,
1510400,Spacious and Contemporary House,8066896,Ken,,Dublin City,53.32956,-6.32588,Entire home/apt,,100,8,23-06-2023,0.06,1,90,0,
1520036,"Double Bedroom (En-suite), Dublin City Centre",6973475,Brendan,,Dublin City,53.34484,-6.27976,Private room,180,3,54,18-08-2024,0.4,1,87,8,
1559929,Stephen's Green 1838 Villa - single,3745350,Natasha,,Dublin City,53.33514,-6.26772,Private room,85,2,66,08-05-2023,0.5,2,1,0,
1596451,"Stunning architectural home, sleeps 8, Dublin.",6219661,Sonya,,Dublin City,53.36205,-6.2442,Entire home/apt,1000,2,17,30-05-2016,0.13,1,362,0,
1600779,Stephen's Green 1838 Villa - double,3745350,Natasha,,Dublin City,53.33511,-6.26875,Private room,110,2,76,26-05-2024,0.59,2,70,1,
1711261,Kilmainham Lane Terrace,1390012,Andy,,Dublin City,53.34432,-6.29733,Entire home/apt,,7,15,20-05-2024,0.17,1,0,1,
1729959,Kim's House,9115187,Kim,,Dn Laoghaire-Rathdown,53.3065,-6.24719,Entire home/apt,,5,8,12-07-2024,0.07,2,0,1,
1804494,Entire 2bed townhouse close to City,6650296,Fiona,,Dublin City,53.36373,-6.20788,Entire home/apt,185,4,141,31-08-2024,1.09,1,1,9,
1906221,"Great double room,Dublin",9084049,Jose&Vadym,,Dublin City,53.33688,-6.29419,Private room,111,2,595,25-08-2024,4.53,2,190,41,
1943366,Exquisitely restored Victorian Flat - WB Yeats,1557844,Liam And Fiona,,Dublin City,53.35691,-6.29164,Entire home/apt,177,2,156,07-06-2024,1.24,8,260,6,
1963074,Private room with own entrance,10124896,Robyn,,Dublin City,53.39105,-6.27775,Private room,123,1,744,09-09-2024,6.04,1,259,56,
2026810,1 single cosy room in Ranelagh,6782586,Mary,,Dublin City,53.32338,-6.25333,Private room,58,3,368,26-08-2024,2.88,2,275,35,
2164444,Historic Oasis - Heart Of Dublin,11013512,Benjamin,,Dublin City,53.32889,-6.25116,Private room,85,2,540,25-08-2024,4.19,2,52,28,
2241137,A home away from home,4009786,Denise,,Dn Laoghaire-Rathdown,53.27925,-6.13324,Private room,100,2,11,23-08-2024,0.99,4,359,11,
2283713,Camden St: Central 'n' Cosy,3888023,Daragh,,Dublin City,53.33408,-6.26463,Private room,85,2,351,18-08-2024,2.76,2,72,17,
2394893,Warm family home & garden in D9,12173057,Maeve & Ken,,Dublin City,53.39058,-6.24692,Private room,106,2,257,11-09-2024,2.05,3,0,14,
2415104,House in the heart of Dublin,5580678,Lex,,Dublin City,53.33364,-6.26584,Entire home/apt,529,5,282,07-09-2024,2.21,4,319,14,
2427857,Large family home and garden D9:,12173057,Maeve & Ken,,Dublin City,53.38949,-6.24701,Private room,106,2,259,10-09-2024,2.03,3,139,10,
2450893,Centrally located Dublin South Home,12527734,Susan,,Dn Laoghaire-Rathdown,53.29865,-6.2436,Entire home/apt,495,4,3,04-08-2023,0.21,1,73,0,
2466169,Cozy Central Studio,11823727,Claudio,,Dublin City,53.34526,-6.28195,Entire home/apt,,3,238,20-05-2024,1.89,1,0,8,
2471794,Elegant Victorian terrace house,12640966,Dorothy,,Dn Laoghaire-Rathdown,53.28651,-6.13422,Private room,120,2,162,09-09-2024,1.29,1,133,19,
2481147,Modern 3 Bed Duplex Apartment - Grand Canal,234243,Johnny,,Dublin City,53.34572555,-6.237455681,Entire home/apt,245,3,34,20-04-2023,0.34,37,62,0,
2486255,"Fairy House, Lucan,Private Room for a Couple",2115318,Siobhan,,South Dublin,53.35191,-6.45039,Private room,100,1,2,10-09-2023,0.16,3,349,0,
2489550,"Stunning Temple Bar, City Apartment",12036741,Micheál,,Dublin City,53.3436,-6.2673,Entire home/apt,138,14,485,12-08-2024,3.87,17,169,18,
2574203,Small but perfectly formed,13054321,Conor,,Dublin City,53.34223,-6.33011,Private room,58,2,520,08-09-2024,4.08,1,297,75,
2607040,Artisan Cottage,13350457,Lisa,,Dublin City,53.33461,-6.27329,Entire home/apt,,2,79,26-08-2024,0.62,1,0,9,
2657582,Bright Double Room in Penthouse Apartment near UCD,8331433,Karen,,Dublin City,53.31188,-6.24776,Private room,78,28,18,26-04-2024,0.14,1,138,2,
2686112,Central  Private double and bathroom,13748399,Antonio,,Dublin City,53.35322,-6.26188,Private room,130,3,90,03-08-2024,0.71,1,312,16,
2691951,Bright spacious mews in great location,11437558,Laura,,Dn Laoghaire-Rathdown,53.31019,-6.20477,Entire home/apt,300,2,111,25-08-2024,1.91,1,338,8,
2703497,"Seaside Hideaway, Dún Laoghaire",13811619,Padraig,,Dn Laoghaire-Rathdown,53.29444,-6.14328,Entire home/apt,,3,3,18-09-2022,0.11,1,0,0,
2734096,Double Room in the Docklands,11211199,Dave,,Dublin City,53.34374,-6.23594,Private room,210,3,23,13-09-2022,0.19,1,364,0,
2754860,A little piece of heaven,14091285,Bella,,Fingal,53.56683,-6.38358,Entire home/apt,750,7,6,06-08-2022,0.07,1,319,0,
2770813,Family Room (1 Double & 1 Single bed),14169546,Maeve,,Dublin City,53.36417,-6.18684,Private room,180,1,203,07-09-2024,1.61,4,345,43,
2791857,Comfortable double room en-suite,12173057,Maeve & Ken,,Dublin City,53.38903,-6.24719,Private room,126,2,257,02-09-2024,2.07,3,4,9,
2850155,Sunny & Spacious Dun Laoghaire House Near The Sea,14413720,Alan,,Dn Laoghaire-Rathdown,53.28346,-6.13591,Entire home/apt,,7,10,25-08-2024,0.39,1,0,6,
2874272,Stunning studio with bay window overlooking Dublin,1557844,Liam And Fiona,,Dublin City,53.35685,-6.29078,Entire home/apt,112,2,188,21-08-2024,1.55,8,138,27,
2903645,"Single bed, Dart 15 mins to City 4.6km, UCD 2km",14746247,Karen,,Dublin City,53.32136,-6.20679,Private room,,1,31,03-09-2024,0.25,2,0,4,
2996794,Yeovil  Rathgar  Dublin 6,14786471,Audrey,,Dublin City,53.30844,-6.27381,Entire home/apt,1350,3,23,29-08-2024,0.18,3,364,1,
3009793,"""Parnell"" studio, Kilmainham",790601,Timothy,,Dublin City,53.33761,-6.32431,Entire home/apt,125,3,34,28-04-2023,0.28,4,201,0,
3012532,Unique beautiful beachfront property 1,15351872,Mary & Jason,,Fingal,53.52893,-6.0867,Entire home/apt,135,2,174,31-08-2024,1.4,4,259,18,
3031518,Luxury Double Room (en-suite),14169546,Maeve,,Dublin City,53.36238,-6.18458,Private room,123,1,97,31-08-2024,0.78,4,365,12,
3042183,Luxury Double  room (The Green Room),14169546,Maeve,,Dublin City,53.36297,-6.18643,Private room,140,1,65,31-08-2024,0.59,4,353,3,
3042237,Single room to let (The Green Room),14169546,Maeve,,Dublin City,53.3628,-6.18427,Private room,71,1,130,11-09-2024,1.36,4,342,49,
3096382,Temple Bar-Old City. Large Roof Terrace,15369809,Sean,,Dublin City,53.34525,-6.26582,Entire home/apt,326,4,323,09-09-2024,2.58,2,308,40,
3111610,3 Bedroom Zen Cottage in Vibrant Dublin 8,15812708,Mary,,Dublin City,53.3324654,-6.2781192,Entire home/apt,240,2,11,29-08-2024,4.93,1,21,11,
3137058,Large sunny double bedroom & luxury bathroom,12000497,Peter,,Dublin City,53.33208,-6.29582,Private room,97,3,125,27-09-2023,1.53,1,158,2,
3188621,Cosy Room in Heart of Dublin Medieval City.,16158874,Lina,,Dublin City,53.34213,-6.28813,Private room,90,2,237,03-09-2024,2.01,2,145,35,
3281268,Modern Style,16583015,Seán,,Fingal,53.38873,-6.13044,Entire home/apt,400,4,22,28-08-2018,0.18,1,81,0,
3333378,Stunning Sea View Beachfront Apartment 5,15351872,Mary & Jason,,Fingal,53.52786,-6.08764,Entire home/apt,135,2,176,04-09-2024,1.52,4,244,29,
3338823,"G4:2 Roomed Flat in Rathmines,Dublin 6",15097372,Gerry,,Dublin City,53.32928,-6.2672,Entire home/apt,,1,315,30-08-2024,2.55,2,0,18,
3394094,Very Central Single Room,7972293,Rose,,Dublin City,53.35277,-6.26669,Private room,78,3,258,07-09-2024,2.09,1,24,19,
3469741,Great city centre location,9382002,Maura,,Dublin City,53.353,-6.2587,Entire home/apt,197,3,28,26-08-2024,0.23,1,23,7,
3474511,DUBLIN CITY CENTRE – Double Room,17501731,Kieran,,Dublin City,53.33531,-6.26685,Private room,121,2,721,03-09-2024,5.92,1,69,39,
3579644,Double Room 1,18030374,Caroline,,South Dublin,53.28895,-6.30707,Private room,60,2,323,02-09-2024,2.61,2,156,35,
3581655,Twin room,18030374,Caroline,,South Dublin,53.28917,-6.30743,Private room,61,2,357,07-09-2024,2.89,2,156,37,
3592153,"Victorian House
4 Bed City Centre
Ballsbridge
D4",17259900,Conor,,Dublin City,53.33219,-6.22718,Entire home/apt,950,2,208,25-08-2024,1.73,1,108,23,
3634410,Dublin townhouse in city - 5 mins walk from Town,18323987,Cathy,,Dublin City,53.33757,-6.23803,Entire home/apt,300,5,73,08-09-2024,0.63,1,70,5,
3698469,Dublin-Killiney-Period Villa-Room 2of2 + Breakfast,390963,Anthony,,Dn Laoghaire-Rathdown,53.24658,-6.12055,Private room,93,2,90,25-08-2024,0.82,2,212,9,
3746469,Twin Room in Dalkey priced per person,19164017,Annmarie,,Dn Laoghaire-Rathdown,53.2706,-6.11413,Private room,65,1,154,29-08-2024,1.25,2,325,45,
3749697,Single Room in Dalkey home,19164017,Annmarie,,Dn Laoghaire-Rathdown,53.272,-6.11282,Private room,60,1,226,08-09-2024,1.96,2,320,69,
3770752,Central Dublin Comfy Victorian Charm,19325587,Aoife,,Dublin City,53.3549,-6.26868,Private room,83,4,376,28-06-2024,3.06,3,33,37,
3789686,Waterfront Apartment in the Heart of Dublin City,13987224,Veronica,,Dublin City,53.34197,-6.23965,Private room,113,2,452,26-08-2024,3.68,1,211,44,
3841286,"great house near city centre, Aviva, RDS + more",17290408,Rebecca,,Dublin City,53.33848,-6.22666,Entire home/apt,,2,15,19-08-2024,0.15,1,0,4,
3868060,Comfortable Room in family home,19970483,Estelle,,Dn Laoghaire-Rathdown,53.2869,-6.1802,Private room,65,729,6,21-05-2022,0.05,1,365,0,
3882631,Charming Coach House near City Center in Ranelagh,6618797,Rosie,,Dublin City,53.32513,-6.24906,Entire home/apt,209,3,224,12-12-2023,1.84,1,67,8,
3951360,Relaxing Beachside Room,19377734,Isobel,,Fingal,53.51934,-6.1036,Private room,99,1,218,27-08-2024,2.45,4,343,48,
3965249,"Beachside room, close to airport!",19377734,Isobel,,Fingal,53.51868057,-6.102857113,Private room,99,1,256,25-08-2024,2.1,4,352,34,
3991589,Charming cottage close to town,20691615,Kirsty,,Dublin City,53.35649,-6.24096,Private room,67,7,185,19-08-2024,1.52,1,179,13,
4067786,Cultural Quarter Convenience near Dublin Castle,20808038,Tanya,,Dublin City,53.34423,-6.26644,Entire home/apt,450,3,29,25-08-2024,0.26,1,209,22,
4092157,Single bedroom available,10475485,J,,Dn Laoghaire-Rathdown,53.20845,-6.1237,Private room,33,1,21,03-07-2019,0.23,1,57,0,
4177992,Beautiful SINGLE ROOM IN CLONTARF,8760476,Clare,,Dublin City,53.36839,-6.18998,Private room,65,2,263,11-09-2024,2.28,5,279,30,
4178309,BEAUTIFUL DOUBLE ROOM IN SCENIC CLONTARF,8760476,Clare,,Dublin City,53.36768,-6.18928,Private room,75,2,266,09-09-2024,2.35,5,150,23,
4229727,Beautiful Double room clontarf,8760476,Clare,,Dublin City,53.36773,-6.1892,Private room,75,2,196,09-09-2024,1.81,5,228,6,
4229865,BEAUTIFUL  ROOM WITH TWIN BEDS,8760476,Clare,,Dublin City,53.36663041,-6.188800316,Private room,75,2,129,08-09-2024,1.12,5,147,14,
4230879,Cosy 3 BR House 15m From Centre,228263,Sarah,,Dublin City,53.35783397,-6.268419961,Entire home/apt,359,2,24,01-09-2024,1.38,1,56,17,
4261174,Dublin Eco Home,7354515,Serena,,Dublin City,53.31882,-6.31644,Entire home/apt,664,5,18,22-05-2024,0.25,1,106,1,
4282658,Edwardian Red-Brick - 4 Double Beds,446122,Cathal,,Dublin City,53.31997,-6.26655,Entire home/apt,500,6,124,27-08-2024,1.06,1,0,11,
4294854,City Centre Apartment,22295110,Andrew,,Dublin City,53.34735,-6.27185,Private room,,30,186,26-09-2019,1.55,1,14,0,
4302167,Perfect location to explore Dublin,22331062,Michael,,Dublin City,53.33967,-6.23031,Entire home/apt,180,2,102,25-08-2024,0.85,1,7,2,
4310584,Bright en-suite bedroom cum shared kitchen/dining,880723,Susan,,Dublin City,53.31181,-6.29115,Private room,102,4,164,01-09-2024,1.48,3,278,16,
4337495,Cottage near city centre - Ranelagh,22520231,Susan,,Dublin City,53.32982,-6.25938,Entire home/apt,239,1,79,09-09-2024,0.67,1,15,5,
4378260,"Cosy, very small room for one.  Female only.",1614756,Helena,,Dublin City,53.34855,-6.27742,Private room,73,2,158,07-09-2024,1.38,1,295,21,
4446134,Large 5 bed home in Shankill Village South Dublin,23074368,Berna,,Dn Laoghaire-Rathdown,53.24059,-6.12642,Entire home/apt,386,2,35,07-07-2024,0.37,4,34,6,
4446326,"Twin Room in Shankill Village, South Dublin",23074368,Berna,,Dn Laoghaire-Rathdown,53.24044,-6.12693,Private room,,1,46,15-03-2024,0.41,4,0,3,
4492472,"Large, sunny room in quiet red brick terrace house",23303300,Jim,,Dublin City,53.33534,-6.28121,Private room,78,2,33,18-08-2024,0.33,2,27,6,
4585502,`Downtown Dublin Penthouse.,13670448,Ronan,,Dublin City,53.34651,-6.24902,Entire home/apt,460,4,218,25-08-2024,1.85,1,161,26,
4604580,Twin Bedded room €90 per night Lite Breakfast Rm 1,23860388,Conor,,Fingal,53.38322067,-6.094991207,Private room,90,2,109,02-09-2024,1.23,1,292,13,
4630635,"Larkfield, Harold's Cross, Dublin 6W",23977500,Conor,,Dublin City,53.31898,-6.28561,Entire home/apt,,2,12,07-07-2024,0.45,1,0,3,
4637734,"Lovely family house in Dalkey, huge garden,",24012549,Peggy,,Dn Laoghaire-Rathdown,53.27541,-6.11929,Entire home/apt,450,4,3,04-08-2024,0.03,2,102,1,
4639862,Lovely 1 bedroom in the heart of Dublin 4,24023516,Bernadette,,Dublin City,53.33584,-6.22871,Private room,132,1,49,25-08-2024,2.04,2,277,30,
4665890,Rathmines Apartment 1,24141249,Elaine,,Dublin City,53.31585,-6.26534,Entire home/apt,132,2,245,29-08-2024,2.17,7,148,64,
4699995,Bright modern loft apartment.,17841404,Sean,,Dublin City,53.40554,-6.28498,Entire home/apt,275,7,5,03-02-2020,0.04,1,0,0,
4802792,"Malahide, Co. Dublin",24741454,Mark,,Fingal,53.4455944,-6.17920775,Entire home/apt,1250,5,4,29-07-2024,1.62,1,82,4,
4804987,Studio Suite - Dublin 4,24753626,Laura,,Dublin City,53.33189,-6.24944,Entire home/apt,227,1,81,08-08-2024,0.7,2,243,14,
4857684,Unique exquisite beachfront property 2,15351872,Mary & Jason,,Fingal,53.52825,-6.08728,Entire home/apt,135,2,179,31-08-2024,1.81,4,237,35,
4940924,Carrickmines,19714107,Brian,,Dn Laoghaire-Rathdown,53.24433,-6.18348,Private room,125,2,14,26-05-2024,0.15,1,253,1,
4963289,"Exquisite Private Suite in Malahide, Dublin.",25585623,Albert,,Fingal,53.44824,-6.13546,Private room,105,1,612,03-09-2024,5.27,1,86,58,
4965606,"3 Bed house , near sea , big lounge in Bayside",18466080,Anthony,,Fingal,53.38976,-6.1385,Entire home/apt,,15,91,24-03-2024,0.79,2,2,2,
5003312,Welcome to our home!,1444317,Eamon And Soraya,,Dn Laoghaire-Rathdown,53.29432,-6.27728,Private room,50,1,40,18-08-2024,0.35,1,1,7,
5045518,2 bed house near city and airport,26048219,Pauline,,Dublin City,53.37738,-6.21664,Entire home/apt,125,7,79,31-08-2024,0.72,1,75,10,
5056234,"Large luxurious house. 4bed/4bath, 10mins to City",26106771,Ronan,,Dn Laoghaire-Rathdown,53.30892944,-6.234181881,Entire home/apt,475,4,143,08-09-2024,1.23,1,296,28,
5085323,"D4 quiet location near Aviva stadium, sea and city",26267564,Vivienne,,Dublin City,53.33563735,-6.225398819,Entire home/apt,240,4,0,,,1,364,0,
5092800,Great Apartment in the city centre,26308394,Anna,,Dublin City,53.34532,-6.28312,Entire home/apt,179,4,55,28-08-2024,0.47,1,27,9,
5122717,Rathmines Apt 2,24141249,Elaine,,Dublin City,53.31585,-6.26534,Entire home/apt,111,2,304,08-09-2024,2.68,7,93,74,
5123315,Rathmines Apt 3,24141249,Elaine,,Dublin City,53.31585,-6.26534,Entire home/apt,149,2,262,25-08-2024,2.34,7,107,70,
5140160,Cowper 415,24141249,Elaine,,Dublin City,53.31632,-6.26362,Entire home/apt,190,2,217,30-08-2024,2.24,7,204,61,
5140379,Cowper 443,24141249,Elaine,,Dublin City,53.31635,-6.26355,Entire home/apt,152,2,278,04-09-2024,2.38,7,126,80,
5166238,Bright Comfortable Double Dublin South.,26721551,Ann,,Dublin City,53.3109,-6.28622,Private room,,1,95,31-03-2024,0.82,3,0,3,
5198526,Home away from Home in Dublin.,26889646,Gerard,,Dublin City,53.33851,-6.29102,Private room,120,3,244,09-09-2024,2.09,1,47,18,
5251419,Sunfilled Guinness House Beside the Phoenix Park.,22603887,James,,Dublin City,53.35262,-6.29586,Entire home/apt,237,2,123,03-09-2024,1.06,1,33,15,
5273761,Beautiful modern cosy apartment,27300935,Yvonne,,Dublin City,53.40309,-6.15406,Private room,69,2,287,09-09-2024,2.6,1,284,53,
5314113,City Centre Stylish Seaside Townhouse,26048716,Rercy,,Dublin City,53.33875,-6.23884,Entire home/apt,750,3,34,05-06-2024,0.34,1,26,5,
5337567,Duplex Penthouse with Skyline Views in the City Centre,47395128,Stephen,,Dublin City,53.35135,-6.24822,Entire home/apt,386,2,438,07-09-2024,3.78,1,298,70,
5370743,Exclusive Detatched Residence. Secure and Private.,27840414,Denise,,Dublin City,53.3638,-6.22384,Entire home/apt,281,3,128,24-10-2022,1.11,1,0,0,
5458089,Restored Georgian Room Close to Heart of Dublin,11013512,Benjamin,,Dublin City,53.32844,-6.25069,Private room,83,2,437,09-09-2024,3.92,2,30,38,
5577135,2 bedroom cottage in Ranelagh.,15560030,Matthew,,Dublin City,53.32341597,-6.248729873,Entire home/apt,151,1,18,02-09-2024,0.72,1,252,10,
5624357,5 MINS train to Dublin City Centre,29104012,Micheal,,Dublin City,53.32813,-6.21572,Private room,49,1,193,16-03-2020,1.67,1,0,0,
5656305,Small basic/clean studio 1.7 km from city centre,29317081,John,,Dublin City,53.36374,-6.25532,Entire home/apt,83,1,803,19-08-2024,7.2,2,35,87,
5671611,Cosy Home-Sleeps 10 -City 15 mins walk/Tram 2 Mins,200189,Simon,,Dublin City,53.35561,-6.27192,Entire home/apt,455,2,255,09-09-2024,2.53,4,69,65,
5696906,Large cozy single room,6782586,Mary,,Dublin City,53.32498,-6.25387,Private room,66,3,260,28-08-2024,2.31,2,307,28,
5710121,Stunning Redbrick Period Property in an Old Residential Area,29607907,Karen,,Dublin City,53.31579,-6.27226,Entire home/apt,,4,167,06-09-2021,1.47,1,260,0,
5740851,Double Spacious & Bright Room in North Dublin home,29054079,Jennifer,,Dublin City,53.4033,-6.15698,Private room,110,1,2,25-05-2024,0.34,1,159,2,
