id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
9.06221E+17,Seaside Sandymount,63228744,Ian,,Dublin City,53.33373,-6.21513,Entire home/apt,250,3,3,28-07-2024,0.2,1,276,2,
9.06379E+17,The City Explorer's Sanctuary,49468562,Dejan,,Dublin City,53.33587,-6.29092,Private room,79,1,89,25-08-2024,5.79,3,54,60,
9.06458E+17,Large 4 bedroom 4 bathroom,70154490,R Gar And G,,Dublin City,53.38991,-6.25683,Entire home/apt,198,5,8,15-08-2024,0.58,56,326,5,
9.06462E+17,Riverview Central apartment,70154490,R Gar And G,,Dublin City,53.34781932,-6.262545171,Entire home/apt,,3,3,07-07-2023,0.2,56,0,0,
9.06555E+17,4 bed house Blackrock Co Dublin,127571844,Nadine,,Dn Laoghaire-Rathdown,53.28958474,-6.210073528,Entire home/apt,700,3,4,03-10-2023,0.27,1,362,1,
9.06586E+17,Elegant Half Penny Bridge Apartment,518235921,Enzo,,Dublin City,53.34656162,-6.262518541,Entire home/apt,201,3,75,04-09-2024,5.36,2,211,64,
9.06942E+17,Central and Cozy 3 bedroom,69683252,Daniel And G,,Dublin City,53.35598857,-6.267747504,Entire home/apt,258,4,15,04-08-2024,1,92,346,13,
9.06994E+17,Quiet Haven - Double Bedroom in hosts house,132679182,David,,Dn Laoghaire-Rathdown,53.2910834,-6.2203994,Private room,94,1,7,08-09-2024,0.47,4,16,6,
9.07187E+17,Double room,365114242,Davaadolgor,,Dublin City,53.31966855,-6.25794984,Private room,,1,3,11-08-2024,1.2,1,0,3,
9.07704E+17,GuestReady - Modern stay by Pheonix Park,518510245,Sarah,,Dublin City,53.37771,-6.32525,Entire home/apt,200,1,24,07-07-2024,1.68,1,84,21,
9.07829E+17,Beautifully Newly Renovated Home,36790457,Daniel,,South Dublin,53.30421535,-6.331474051,Entire home/apt,190,14,15,26-08-2024,1.02,7,348,12,
9.07906E+17,New double room near Dublin City Centre,515177958,Emma,,Dublin City,53.32098,-6.27229,Private room,77,1,14,05-09-2024,1.13,5,340,13,
9.07948E+17,Spacious room in Dublin 6,21233422,Ita,,Dublin City,53.32129423,-6.272559692,Private room,100,2,0,,,1,228,0,
9.07948E+17,Quiet Haven for 1 person in house shared with host,132679182,David,,Dn Laoghaire-Rathdown,53.2901,-6.22149,Private room,65,1,8,25-08-2024,0.52,4,3,6,
9.07955E+17,Quiet Haven - 2 bedrooms in house shared with host,132679182,David,,Dn Laoghaire-Rathdown,53.2904,-6.22102,Private room,132,1,13,24-03-2024,0.85,4,2,6,
9.07979E+17,Central stylish Edwardian house,35074693,Denise,,Dublin City,53.32049,-6.28353,Entire home/apt,,2,16,25-08-2024,1.09,1,0,10,
9.08427E+17,NEW Central Townhouse - Georgian Qtr,11500908,Meagan,,Dublin City,53.33631153,-6.253639385,Entire home/apt,214,3,75,05-09-2024,5.18,2,222,61,
9.08475E+17,Room 1. Single room with ensuite,515557153,Emily,,Dublin City,53.35094157,-6.244389452,Private room,,1,33,28-08-2024,2.17,7,0,17,
9.08484E+17,Room 2. Single room with ensuite,515557153,Emily,,Dublin City,53.35094157,-6.244389452,Private room,,1,27,24-08-2024,1.76,7,0,11,
9.08486E+17,The Emerald Inn,515557153,Emily,,Dublin City,53.35094157,-6.244389452,Private room,,1,16,05-08-2024,1.06,7,0,7,
9.08487E+17,Room 4. Single room with ensuite,515557153,Emily,,Dublin City,53.35094157,-6.244389452,Private room,,1,24,25-08-2024,1.6,7,0,10,
9.0849E+17,Room 3. Single room with ensuite,515557153,Emily,,Dublin City,53.35094157,-6.244389452,Private room,,1,30,25-08-2024,1.95,7,0,20,
9.08493E+17,Room 5. Single room with ensuite,515557153,Emily,,Dublin City,53.35094157,-6.244389452,Private room,,1,22,25-08-2024,1.45,7,0,12,
9.08494E+17,Room 6. Single room with en suite,515557153,Emily,,Dublin City,53.35094157,-6.244389452,Private room,,1,28,26-08-2024,1.83,7,0,12,
9.0854E+17,Central 1 bed with sofa bed,69683252,Daniel And G,,Dublin City,53.3419307,-6.26679771,Entire home/apt,293,4,16,08-08-2024,1.08,92,357,11,
9.08621E+17,Heart of Dublin City -Temple Bar / Trinity College,518738678,Vinicius,,Dublin City,53.34603847,-6.259185558,Entire home/apt,150,3,53,28-08-2024,3.44,1,63,42,
9.08684E+17,Kings room to enjoy the stars,518757962,Orlando,,Fingal,53.5272511,-6.1795928,Private room,65,1,131,08-09-2024,8.64,2,318,87,
9.08728E+17,Dublin two-bedroomed house,416945932,Karin,,Fingal,53.37259,-6.40541,Entire home/apt,160,6,14,03-09-2024,0.99,1,8,10,
9.09211E+17,Stylish 1 bed Apartment in Dublin 7,483024454,Lucas,,Dublin City,53.35002,-6.27432,Entire home/apt,207,5,28,25-08-2024,2.02,60,279,27,
9.09251E+17,Golden Apartments,400288867,Geisa,,Dublin City,53.35053229,-6.278032064,Private room,300,2,2,13-08-2023,0.14,3,363,0,
9.09318E+17,2 Bedroom Artisan House central Dublin   4 People,119112620,Philip,,Dublin City,53.35142,-6.28605,Entire home/apt,240,5,2,26-08-2024,0.53,2,231,2,
9.09557E+17,Contemporary Private Room in Dublin City Center,153892312,Michail,,Dublin City,53.34005531,-6.281105892,Private room,137,2,28,01-09-2024,1.89,2,23,18,
9.09564E+17,Stunning Serviced Property - Walk Everywhere,41947241,Paul,,Dublin City,53.35729635,-6.269909184,Private room,74,14,1,16-06-2024,0.34,8,234,1,
9.10212E+17,City-Centre Gem: 2 bed apartment,519121026,Douglas Jack Leo,,Dublin City,53.34367376,-6.263271378,Entire home/apt,,2,17,25-08-2024,1.39,1,0,17,
9.10236E+17,Cosy and comfortable apartment,19976478,Aisling,,South Dublin,53.35473,-6.45144,Entire home/apt,207,1,4,19-08-2024,0.31,1,210,3,
9.10655E+17,Casa,519203861,Joana,,Dublin City,53.3275326,-6.2385047,Private room,130,1,2,14-06-2023,0.13,1,90,0,
9.10684E+17,Bright spacious luxury 1 bed!,65642539,Julie,,Dublin City,53.36715244,-6.194767244,Entire home/apt,119,28,0,,,1,363,0,
9.10704E+17,"Family home in Clontarf, Dublin.",452417145,Cathy,,Dublin City,53.369811,-6.2025753,Private room,75,2,5,11-09-2023,0.34,1,192,0,
9.10721E+17,Double Ensuite Room- 15/20 walking from Temple Bar,389606644,Federico,,Dublin City,53.36020729,-6.270937819,Private room,106,3,1,28-08-2023,0.08,1,358,0,
9.10768E+17,Bright view private one bed Apartment,103237729,Chi,,Dublin City,53.39598764,-6.260758364,Entire home/apt,118,1,8,29-09-2023,0.57,2,83,1,
9.10807E+17,Period Family Home,23454595,Frank,,Dublin City,53.31185902,-6.286984608,Entire home/apt,499,2,5,25-08-2024,0.35,1,12,2,
9.10807E+17,Room in Sandymount Dublin 4,14746247,Karen,,Dublin City,53.32131334,-6.20764705,Private room,999,1,20,01-09-2024,1.36,2,24,6,
9.10826E+17,Private room near Liffey Valley,333110199,Forum,,South Dublin,53.35352846,-6.407861857,Private room,66,1,35,30-08-2024,2.39,1,162,22,
9.10838E+17,Single Room for Long Stays in D24 - beside luas,490226740,Noelle,,South Dublin,53.29331,-6.38803,Private room,,28,1,15-10-2023,0.09,4,0,1,
9.10877E+17,Double Room short/long stay Dublin City Center,511896082,Siddik,,Dublin City,53.35611361,-6.237543923,Private room,80,1,78,06-09-2024,5.17,2,311,59,
9.11211E+17,"Sanctuary by the Sea in Sandycove, Dublin",25833548,Richard,,Dn Laoghaire-Rathdown,53.28445919,-6.109493164,Entire home/apt,700,7,0,,,1,84,0,
9.1166E+17,Cosy Room with Work Space ladies only,462892857,Sarah,,South Dublin,53.3517758,-6.4272167,Private room,45,1,27,11-09-2024,6.14,1,133,27,
9.11684E+17,1 bedroom refurbished apartment,121470380,Kevin,,Dublin City,53.35264822,-6.258553527,Entire home/apt,100,14,5,30-08-2024,0.41,1,316,4,
9.11953E+17,"Modren, Family house",519520135,Souaad,,Fingal,53.41882,-6.39191,Entire home/apt,170,5,2,17-08-2023,0.14,1,32,0,
9.12164E+17,Bedroom with King size bed,519570057,Etkin,,Fingal,53.39488,-6.37267,Private room,52,1,0,,,1,86,0,
9.12216E+17,Luxurious Loft in Dublin's Historic Distillery,511496539,Jason,,Dublin City,53.36587067,-6.246413515,Entire home/apt,364,3,57,08-09-2024,3.91,2,264,42,
9.1233E+17,5 mins drive to Dublin Airport,519628296,Theresa,,Fingal,53.44813,-6.25179,Private room,79,1,88,09-09-2024,6.55,1,321,75,
9.12375E+17,2 Bed accommodation,42919540,Colette,,Dublin City,53.374993,-6.2049541,Entire home/apt,146,1,73,07-09-2024,7.4,1,234,73,
9.12752E+17,GuestReady - Stylish Living on Baggot Street,519734232,GuestReady,,Dublin City,53.33884657,-6.25076957,Entire home/apt,189,1,6,18-07-2024,0.53,1,315,6,
9.12968E+17,Cosy 4 Bedroom House,339816502,Cillian,,Dublin City,53.33669331,-6.313946401,Entire home/apt,507,1,19,23-08-2024,1.39,1,3,17,
9.13102E+17,Private room in a homely spacious house in Dublin,56325076,Roseanne,,South Dublin,53.33822,-6.4263,Private room,63,1,70,05-09-2024,4.63,4,6,42,
9.1339E+17,Spacious  modern family home,25124317,Lewis,,Dn Laoghaire-Rathdown,53.26570102,-6.137174182,Entire home/apt,,4,14,14-08-2024,0.95,1,0,4,
9.13588E+17,Central with balcony S. St.,177833932,Anna,,Dublin City,53.34017089,-6.267437887,Entire home/apt,290,3,1,18-06-2023,0.07,15,362,0,
9.1361E+17,Queen Room,519963864,Waterloo,,Dublin City,53.33199,-6.24432,Private room,276,1,60,31-08-2024,4.28,7,335,48,
9.13624E+17,Stunning apartment with sea view,92825746,Jennifer,,Fingal,53.38799,-6.06614,Entire home/apt,250,2,22,29-08-2024,1.66,1,62,17,
9.13627E+17,Traditional and Charming Red BrickTerraced house,483439255,Rocio,,Dublin City,53.3411243,-6.2730407,Entire home/apt,243,2,69,21-08-2024,4.8,4,62,52,
9.14361E+17,Stylish Accommodation at Grangegorman Lower,22254869,Juan,,Dublin City,53.35127,-6.27965,Private room,90,7,1,28-01-2024,0.13,12,129,1,
9.14367E+17,Room for Rent near Arran Quay,22254869,Juan,,Dublin City,53.35101,-6.27985,Private room,90,7,3,07-09-2024,0.45,12,128,3,
9.14578E+17,Cute 2 Bed Apartment in Dublin 6,483024454,Lucas,,Dublin City,53.31989,-6.27531,Entire home/apt,152,14,27,30-08-2024,1.88,60,221,24,
9.14587E+17,"Comfort & value, sleeps 3, parking & 6km to city",33353654,Niamh,,Dublin City,53.31490505,-6.3085139,Entire home/apt,101,2,61,01-09-2024,4.17,13,127,52,
9.14589E+17,Dublin Airport luxury house with Airport parking,124728917,Connie,,Fingal,53.45282641,-6.261302121,Entire home/apt,376,1,116,11-09-2024,8.15,2,279,103,
9.14612E+17,Cozy & Central 2 bed,177833932,Anna,,Dublin City,53.34526,-6.26611,Entire home/apt,300,4,6,10-03-2024,0.45,15,90,4,
9.14657E+17,Fashionable Chic Townhouse in D4,26894342,Geraldine,,Dublin City,53.33657,-6.23377,Entire home/apt,645,3,28,18-07-2024,1.92,1,288,20,
9.14972E+17,Browse city or walk mountains,27483668,Rosemary,,Dn Laoghaire-Rathdown,53.30038268,-6.28187104,Entire home/apt,440,7,1,14-08-2023,0.08,1,22,0,
9.15031E+17,Quiet 1 bed Rathmines,112062166,Gav And Trisha,,Dublin City,53.31821,-6.27081,Entire home/apt,,7,0,,,35,0,0,
9.15074E+17,Spacious 3 bed Central Victorian House,24084210,Eimear,,Dublin City,53.3220336,-6.2378124,Entire home/apt,,6,12,28-08-2024,0.81,1,0,6,
9.15293E+17,Triple room in quiet location beside bus to city,24565278,Erica,,South Dublin,53.26702848,-6.36901285,Private room,62,1,66,07-09-2024,4.6,1,159,63,
9.15837E+17,Belarmine,162402361,Ian,,Dn Laoghaire-Rathdown,53.26153,-6.21944,Entire home/apt,117,14,0,,,68,332,0,
9.15917E+17,Charming Suburban Dublin: Spacious Private Double,143420025,Gabriel,,South Dublin,53.34424,-6.46729,Private room,83,1,12,01-09-2024,0.87,1,73,9,
9.16063E+17,"Luxury Seaview 10m walk to promenade,great commute",296253429,Iuliia,,Dn Laoghaire-Rathdown,53.28563,-6.14872,Entire home/apt,321,1,27,22-08-2024,1.9,2,309,19,
9.16453E+17,Star Gazer Cabin in the Woods,517831432,John,,South Dublin,53.26579274,-6.433139045,Entire home/apt,101,1,94,25-08-2024,7.64,3,23,93,
9.16513E+17,Private Seaside Queen Room & Living Area in Dublin,13224886,Kathleen,,Dn Laoghaire-Rathdown,53.29443,-6.14461,Private room,,3,15,09-09-2024,1.03,1,0,10,
9.16555E+17,Cozy double bedroom near to Grand Canal  and Aviva,83232608,Laura,,Dublin City,53.336352,-6.235294762,Private room,140,1,11,01-09-2024,0.82,1,82,8,
9.16572E+17,Cozy central apartment in Dublin,29778422,Emirhan,,Dublin City,53.34126148,-6.225960129,Entire home/apt,290,3,9,25-08-2024,0.6,1,17,6,
9.16746E+17,Rush by the sea,520713739,Caroline,,Fingal,53.5347454,-6.0928126,Private room,89,1,0,,,1,365,0,
9.16759E+17,Charming House - 10m from Centre,18080312,Jose Eduardo,,Dublin City,53.32832284,-6.274585426,Entire home/apt,144,4,56,03-09-2024,3.98,3,115,48,
9.16761E+17,8 Hayworth mews,108020648,Sumanth,,Fingal,53.39348,-6.43857,Private room,,1,0,,,1,365,0,
9.17106E+17,"artistic, modern, family home",431082548,Joe,,South Dublin,53.2808124,-6.478168947,Entire home/apt,250,3,0,,,1,363,0,
9.17184E+17,Single room available in Dublin,213465247,Akhi And Khalid,,South Dublin,53.32317,-6.41907,Private room,46,1,19,10-09-2024,1.27,7,99,10,
9.17224E+17,Georgian 2 bed city centre,70154490,R Gar And G,,Dublin City,53.3438764,-6.260639733,Entire home/apt,300,3,4,10-06-2024,0.27,56,87,3,
9.17316E+17,Comfortable and Well-Connected Room,22254869,Juan,,Dublin City,53.35118,-6.27781,Private room,85,7,2,27-05-2024,0.22,12,129,2,
9.17337E+17,Inviting and Convenient Room in Dublin,22254869,Juan,,Dublin City,53.35168,-6.27866,Private room,85,7,1,13-04-2024,0.2,12,126,1,
9.17345E+17,Enjoy Dublin Living: Room Available,22254869,Juan,,Dublin City,53.35103,-6.27804,Private room,88,7,1,23-03-2024,0.17,12,129,1,
9.17345E+17,Recently renovated family home,16433735,Eoin,,Dn Laoghaire-Rathdown,53.28924,-6.2231,Entire home/apt,277,20,0,,,1,365,0,
9.17355E+17,Spacious Rooms w Great Amenities in Dublin,22254869,Juan,,Dublin City,53.35096,-6.27983,Private room,86,7,2,25-05-2024,0.23,12,70,2,
9.17384E+17,Room for Rent in Vibrant Dublin,22254869,Juan,,Dublin City,53.35154,-6.27785,Private room,88,7,0,,,12,128,0,
9.17533E+17,Central Apartment Double Room En-suite,515697514,Odhrán,,Dublin City,53.3372234,-6.2729369,Private room,,1,135,24-08-2024,9.1,1,0,108,
9.17848E+17,Contemporary 3 bed family house,43293021,Jenni,,Dublin City,53.33832818,-6.228793862,Entire home/apt,526,3,7,27-08-2024,0.5,1,16,3,
9.17873E+17,"Cosy 1 bed apt in Rathfarnham, sleeps 1-3",5884810,Rosa,,South Dublin,53.30292,-6.27799,Entire home/apt,110,1,26,02-09-2024,1.75,1,25,17,
9.17919E+17,Double bed with Amazing Sunrise,520980885,Edward,,Fingal,53.48931405,-6.097782925,Entire home/apt,140,21,0,,,1,364,0,
9.18003E+17,Entire House-Stylish 2 Bed-sun garden&home office,102741750,Cliodhna,,Dublin City,53.32671,-6.25288,Entire home/apt,299,3,2,20-08-2023,0.15,1,10,0,
9.18223E+17,Cozy and spacious apartment,70690080,Elena,,Dublin City,53.35007816,-6.244381507,Entire home/apt,180,28,4,22-06-2024,0.32,1,68,3,
9.18492E+17,A double bedroom in Shared Apartment in Dublin 8,467470302,Abiodun,,Dublin City,53.3377852,-6.2920294,Private room,90,5,0,,,1,254,0,
9.1862E+17,Stunning spacious corporate 2 bed in city centre,430187374,Mark,,Dublin City,53.33751,-6.26467,Entire home/apt,269,14,25,22-08-2024,1.82,16,59,24,
9.18667E+17,Peaceful and New 1 bed Condo,70154490,R Gar And G,,Dublin City,53.31172841,-6.277952337,Entire home/apt,120,7,7,29-06-2024,0.57,56,216,6,
9.18692E+17,19th Century Edwardian Comfort,112062166,Gav And Trisha,,Dublin City,53.36378862,-6.271359131,Entire home/apt,400,4,18,25-08-2024,1.26,35,340,11,
9.19343E+17,Malahide home,2349640,Lucy,,Fingal,53.42505959,-6.176153937,Entire home/apt,230,2,7,29-07-2024,0.5,1,67,2,
9.1936E+17,Lusk Village - double room,235440875,Colm,,Fingal,53.5280075,-6.162136,Private room,80,1,0,,,1,364,0,
9.19397E+17,Period home on Sandymount Strand,87273285,Marion,,Dublin City,53.33303,-6.21139,Entire home/apt,450,3,15,07-09-2024,1.41,1,219,15,
9.19409E+17,Large 4 bedroom 4 bathroom Apt,70154490,R Gar And G,,Dublin City,53.39004539,-6.257017205,Entire home/apt,269,5,1,07-06-2024,0.31,56,266,1,
9.19504E+17,cozy and central,177833932,Anna,,Dublin City,53.35565,-6.2661,Entire home/apt,240,4,8,21-08-2024,0.54,15,266,5,
9.19522E+17,Renovated Apartment near Train Station,43625900,Agnieszka,,Dublin City,53.33811,-6.38301,Private room,,1,31,03-09-2024,2.09,1,0,19,
9.1954E+17,The Cabin in the Woods,517831432,John,,South Dublin,53.26627794,-6.433916704,Entire home/apt,98,1,125,26-08-2024,8.45,3,25,88,
9.1956E+17,En-suite bedroom in Dublin,521439026,Hua Francesco,,Dublin City,53.35681373,-6.233906887,Private room,94,1,128,09-09-2024,8.71,1,9,98,
9.20061E+17,Super 2- bed in Great Location,57930935,Deirdre,,Fingal,53.45317549,-6.200504168,Entire home/apt,175,1,76,10-09-2024,5.12,1,159,62,
9.2009E+17,Yolanda's room (modern double ensuite),6331278,Maria&Marco,,Dublin City,53.3363685,-6.2271958,Private room,182,2,3,31-08-2024,1.23,1,91,3,
9.20199E+17,Skerries room,120884661,Enda,,Fingal,53.57817823,-6.123590417,Private room,209,1,0,,,1,249,0,
9.20211E+17,Cozy Central 2 Bed,70154490,R Gar And G,,Dublin City,53.34519,-6.26649,Entire home/apt,,1,0,,,56,0,0,
9.20228E+17,Your home away from home!,45138148,Mark,,Dn Laoghaire-Rathdown,53.2827271,-6.1396811,Entire home/apt,,2,10,27-08-2024,0.69,1,1,6,
9.20296E+17,Room in South County Dublin Apartment,94133345,Shane,,Dn Laoghaire-Rathdown,53.2855,-6.22661,Private room,110,2,11,07-07-2024,0.89,1,244,8,
9.20308E+17,Apartamento completo Golden,400288867,Geisa,,Dublin City,53.35067132,-6.276948391,Entire home/apt,,2,0,,,3,363,0,
9.20325E+17,Harvey House - Garden View 1,105429438,Brian,,Dn Laoghaire-Rathdown,53.27512248,-6.232216917,Private room,126,4,16,01-09-2024,1.09,2,0,12,
9.20369E+17,Comfortable 1 bed & Parking,70154490,R Gar And G,,Dublin City,53.31350774,-6.248741102,Entire home/apt,115,7,0,,,56,242,0,
9.20849E+17,In the heart of Dublin,177833932,Anna,,Dublin City,53.34792,-6.2628,Entire home/apt,236,3,3,14-04-2024,0.2,15,4,1,
9.21039E+17,Superb & stylish apartment in Georgian style,58134232,Gül,,Dublin City,53.3295923,-6.2509586,Entire home/apt,140,4,16,04-09-2024,1.19,1,51,15,
9.21311E+17,Double bedroom with separate bathroom,511494376,Patricia,,Dn Laoghaire-Rathdown,53.26102528,-6.208886385,Private room,97,1,1,02-07-2023,0.07,2,269,0,
9.21459E+17,Harvey House - Garden View 2,105429438,Brian,,Dn Laoghaire-Rathdown,53.27594812,-6.232571516,Private room,,4,19,02-09-2024,1.32,2,0,16,
9.21509E+17,Cosy 2-bedroom guest house,112817106,Elena,,Fingal,53.39981753,-6.385120602,Entire home/apt,160,2,33,26-08-2024,2.3,11,173,26,
9.21573E+17,Blackwell rush co.dublin,393977371,Catherine,,Fingal,53.53000274,-6.08767377,Entire home/apt,170,3,25,09-09-2024,1.97,1,174,23,
9.21628E+17,Bright airy family home close to city centre,11237549,Iseult,,Dublin City,53.36295445,-6.286456399,Entire home/apt,275,4,4,27-08-2024,0.29,1,90,2,
9.21663E+17,Double room with private bathroom and free parking,49920677,Adina,,Dublin City,53.3366069,-6.2871872,Private room,120,2,7,29-06-2024,0.55,1,78,5,
9.21681E+17,St.Judes,126259515,David,,South Dublin,53.30459622,-6.363387869,Private room,80,1,32,10-08-2024,2.19,2,317,20,
9.2173E+17,Apartment In Dublin,521967253,Christopher,,Dublin City,53.31846094,-6.21537808,Entire home/apt,250,1,29,01-09-2024,2.08,1,262,23,
9.21731E+17,No.11 The Kingfisher Double & Single (Sleeps 3),60193864,Gillian,,Dublin City,53.35085,-6.2625,Private room,154,2,84,02-09-2024,6,12,207,71,
9.21759E+17,Newly renovated spacious 3 Bedroom House in D7,521973022,Rory,,Dublin City,53.35815,-6.2893,Entire home/apt,500,2,1,30-06-2024,0.4,1,360,1,
9.21865E+17,Luxury Georgian Home,72221883,Emma,,Dublin City,53.33321,-6.22124,Entire home/apt,1800,2,3,25-08-2024,0.31,1,362,3,
9.22258E+17,Room,300819020,Ramya,,Dn Laoghaire-Rathdown,53.2543729,-6.1736646,Private room,80,1,8,22-08-2023,0.55,2,91,0,
9.22268E+17,Cottage in the City,7426229,Siobhan,,Dublin City,53.3225407,-6.2353486,Entire home/apt,250,1,12,01-09-2024,0.91,1,74,8,
9.22482E+17,Beautiful & centrally located home in Dublin 4,15128402,Aimee,,Dublin City,53.32988149,-6.215519141,Entire home/apt,720,7,0,,,1,85,0,
9.22514E+17,Cosy room in Dublin City centre,411952895,Laiza,,Dublin City,53.34829903,-6.281103807,Private room,86,2,90,09-09-2024,6.12,1,45,75,
9.22514E+17,North strand Dublin 3,20154273,Serge,,Dublin City,53.3586369,-6.243749213,Entire home/apt,110,21,2,01-06-2024,0.16,1,69,1,
9.22848E+17,2 Bedroom house dun laoghaire,69757016,John,,Dn Laoghaire-Rathdown,53.29189,-6.13923,Entire home/apt,157,1,6,18-08-2024,2.95,1,64,6,
9.22921E+17,Prime Dublin 4 Apartment,241125163,Peter,,Dublin City,53.33115628,-6.250172965,Entire home/apt,100,15,11,03-09-2024,0.83,1,82,9,
9.22936E+17,Large room maximum 7 people,239718762,Sandra Bispo,,Fingal,53.44714881,-6.242316286,Shared room,140,1,1,28-04-2024,0.22,22,180,1,
9.22936E+17,F Airport dorm 1-2 months,239718762,Sandra Bispo,,Fingal,53.40150191,-6.251269653,Shared room,40,15,3,27-11-2023,0.25,22,270,3,
9.22973E+17,Quiet Haven - Twin Single Beds,132679182,David,,Dn Laoghaire-Rathdown,53.2920615,-6.219289032,Private room,,1,1,29-04-2024,0.22,4,0,1,
9.23009E+17,4 bedrooms 2 Bath Central City,69683252,Daniel And G,,Dublin City,53.34212,-6.26689,Entire home/apt,375,3,44,25-08-2024,3.01,92,206,37,
9.23016E+17,"Bright, airy apartment!",208525080,Grainne,,Dn Laoghaire-Rathdown,53.2988463,-6.2182642,Entire home/apt,135,2,21,05-09-2024,1.49,1,30,15,
9.23106E+17,Lovely 1 BR Apt. with Canal View,456429109,Ece,,Dublin City,53.3416,-6.23484,Entire home/apt,150,4,9,07-07-2024,0.65,1,103,5,
9.23696E+17,Dublin Central Room 2 - Best Central Location,102691221,Bruno,,Dublin City,53.33207,-6.26985,Private room,94,1,58,25-08-2024,4.06,4,211,40,
9.23973E+17,Luxury Two Bedroom Apt in Dublin,522589882,Viny,,Dublin City,53.35039,-6.24281,Entire home/apt,300,3,37,01-09-2024,2.52,1,65,29,
9.24037E+17,"[One Bed Apt + sofa bed]
 350 steps to temple bar",497985643,Stefano,,Dublin City,53.34763741,-6.266169252,Entire home/apt,189,2,51,08-09-2024,4.17,3,64,50,
9.24365E+17,Prime Dublin Stay: Spacious Apartment,143488126,Yara,,Dublin City,53.3445743,-6.236378433,Entire home/apt,186,2,10,26-08-2024,2.17,1,15,10,
9.24475E+17,2 bedroom central,69683252,Daniel And G,,Dublin City,53.34221427,-6.266859228,Entire home/apt,213,3,3,21-08-2024,0.23,92,64,2,
9.24492E+17,Entire cosy apartment,190003035,Josh,,Dn Laoghaire-Rathdown,53.2266532,-6.1268215,Entire home/apt,190,5,2,17-08-2023,0.15,1,112,0,
9.24601E+17,Peaceful and friendly home - Room 2,522743979,Heshan,,Dublin City,53.40523449,-6.165316228,Private room,85,1,38,07-09-2024,2.64,2,1,12,
9.24741E+17,Luxury flat-spectacular views in a prime location,17509706,Nadim,,Dublin City,53.34501,-6.23989,Entire home/apt,299,2,7,18-08-2024,1.3,2,206,7,
9.25471E+17,lovely rooms in family house,405458315,Patricia,,South Dublin,53.28333283,-6.286314726,Private room,80,1,0,,,1,264,0,
9.25494E+17,Entire Apartment,197488537,Tahina,,Dublin City,53.3430942,-6.270694,Entire home/apt,,55,0,,,1,0,0,
9.25557E+17,It is a good location,485531910,Erkin,,Dublin City,53.3417397,-6.273841,Private room,80,1,5,16-07-2024,0.36,1,16,1,
9.25942E+17,Tallaght Dublin Mountains - Tiny Home in the Hills,418459134,Siobhan,,South Dublin,53.2556402,-6.3567319,Entire home/apt,120,2,25,02-09-2024,1.76,1,140,20,
9.26686E+17,Waterside Docklands Apartment,66704941,Clare Anne,,Dublin City,53.34432832,-6.237055957,Entire home/apt,288,3,16,01-08-2024,1.19,1,18,13,
9.2669E+17,"""Seaside Escape"", Shepherd's Hut",19377734,Isobel,,Fingal,53.5187536,-6.1026715,Entire home/apt,143,2,46,31-08-2024,3.35,4,347,37,
9.26834E+17,Dublin 1 - 3 Arena,523299810,Yu,,Dublin City,53.34975459,-6.231060603,Private room,62,2,66,30-08-2024,5.18,2,66,59,
9.2685E+17,Stay with Joe!,192909935,Abdullah,,Dublin City,53.3321034,-6.2399425,Private room,,2,24,01-09-2024,1.69,1,0,8,
9.26871E+17,"Bright double room in Raheny,Dublin 5",87017179,Ruth,,Dublin City,53.38748564,-6.175012701,Private room,87,1,44,10-09-2024,3.87,1,150,44,
9.2731E+17,One Bed Studio With Shower,446768814,Maura,,Dublin City,53.31308723,-6.272211052,Private room,90,2,4,02-09-2024,0.32,1,73,3,
9.27339E+17,cozy 1 bed city centre,70154490,R Gar And G,,Dublin City,53.34191,-6.26707,Entire home/apt,180,4,10,30-07-2024,0.69,56,84,8,
9.27347E+17,Central location / Cosy home,86662546,Maeve,,Dublin City,53.36685532,-6.315666402,Private room,154,1,1,27-08-2023,0.08,1,269,0,
9.27429E+17,Your Home at Dublin City Centre,153892312,Michail,,Dublin City,53.34016155,-6.280568076,Entire home/apt,230,3,16,21-07-2024,1.28,2,56,13,
9.27442E+17,Rare Find! 2 Convenient Units in Downtown Dublin,484535538,RoomPicks,,Dublin City,53.35211075,-6.251187052,Hotel room,,1,0,,,1,0,0,
9.27575E+17,Apartment with Ocean View,523343686,Meltem,,Dublin City,53.316424,-6.2186393,Private room,76,1,29,09-06-2024,2.01,1,69,18,
9.276E+17,"Double room, Dublin City Center",144412512,Filippo,,Dublin City,53.34899,-6.24845,Private room,120,5,2,14-07-2024,0.51,1,41,2,
9.28005E+17,Peaceful one bedroom in Ranelagh,70154490,R Gar And G,,Dublin City,53.32535741,-6.25956962,Entire home/apt,94,10,2,06-05-2024,0.3,56,191,2,
9.28204E+17,3 Bed - Family Home - Rathfarnham,518896894,Deirdre,,South Dublin,53.2901137,-6.285892,Entire home/apt,314,2,7,30-08-2024,0.55,1,234,6,
9.28271E+17,Single room in central Dublin 10min walk to centre,344802060,Sandy,,Dublin City,53.3591747,-6.2573433,Private room,,1,15,24-08-2024,1.1,7,0,10,
